name,category,price,stock,description
"Anchor Single Core 1.5 sq mm Black Wire (90m)",wires,942.14,87,"Anchor Flame Retardant (FR) multi-strand copper wire. Size: 1.5 sq mm. Color: Black. Length: 90 meters. Suitable for FR PVC Insulated Cable - Power outlets & lighting."
"Anchor Single Core 1.5 sq mm Green Wire (90m)",wires,980.24,36,"Anchor Flame Retardant (FR) multi-strand copper wire. Size: 1.5 sq mm. Color: Green. Length: 90 meters. Suitable for FR PVC Insulated Cable - Power outlets & lighting."
"Anchor Single Core 1.5 sq mm Yellow Wire (90m)",wires,976.05,82,"Anchor Flame Retardant (FR) multi-strand copper wire. Size: 1.5 sq mm. Color: Yellow. Length: 90 meters. Suitable for FR PVC Insulated Cable - Power outlets & lighting."
"Anchor Single Core 1.5 sq mm Blue Wire (90m)",wires,922.50,75,"Anchor Flame Retardant (FR) multi-strand copper wire. Size: 1.5 sq mm. Color: Blue. Length: 90 meters. Suitable for FR PVC Insulated Cable - Power outlets & lighting."
"Anchor Single Core 2.5 sq mm Red Wire (90m)",wires,1563.89,90,"Anchor Flame Retardant (FR) multi-strand copper wire. Size: 2.5 sq mm. Color: Red. Length: 90 meters. Suitable for FR PVC Insulated Cable - Air conditioners & geysers."
"Anchor Single Core 2.5 sq mm Black Wire (90m)",wires,1508.18,101,"Anchor Flame Retardant (FR) multi-strand copper wire. Size: 2.5 sq mm. Color: Black. Length: 90 meters. Suitable for FR PVC Insulated Cable - Air conditioners & geysers."
"Anchor Single Core 2.5 sq mm Green Wire (90m)",wires,1474.68,72,"Anchor Flame Retardant (FR) multi-strand copper wire. Size: 2.5 sq mm. Color: Green. Length: 90 meters. Suitable for FR PVC Insulated Cable - Air conditioners & geysers."
"Anchor Single Core 2.5 sq mm Yellow Wire (90m)",wires,1595.35,42,"Anchor Flame Retardant (FR) multi-strand copper wire. Size: 2.5 sq mm. Color: Yellow. Length: 90 meters. Suitable for FR PVC Insulated Cable - Air conditioners & geysers."
"Anchor Single Core 2.5 sq mm Blue Wire (90m)",wires,1594.44,51,"Anchor Flame Retardant (FR) multi-strand copper wire. Size: 2.5 sq mm. Color: Blue. Length: 90 meters. Suitable for FR PVC Insulated Cable - Air conditioners & geysers."
"Anchor Single Core 4.0 sq mm Red Wire (90m)",wires,2332.31,70,"Anchor Flame Retardant (FR) multi-strand copper wire. Size: 4.0 sq mm. Color: Red. Length: 90 meters. Suitable for FR PVC Insulated Cable - High load mains & ACs."
"Anchor Single Core 4.0 sq mm Black Wire (90m)",wires,2335.68,49,"Anchor Flame Retardant (FR) multi-strand copper wire. Size: 4.0 sq mm. Color: Black. Length: 90 meters. Suitable for FR PVC Insulated Cable - High load mains & ACs."
"Anchor Single Core 4.0 sq mm Green Wire (90m)",wires,2403.24,37,"Anchor Flame Retardant (FR) multi-strand copper wire. Size: 4.0 sq mm. Color: Green. Length: 90 meters. Suitable for FR PVC Insulated Cable - High load mains & ACs."
"Anchor Single Core 4.0 sq mm Yellow Wire (90m)",wires,2512.96,97,"Anchor Flame Retardant (FR) multi-strand copper wire. Size: 4.0 sq mm. Color: Yellow. Length: 90 meters. Suitable for FR PVC Insulated Cable - High load mains & ACs."
"Anchor Single Core 4.0 sq mm Blue Wire (90m)",wires,2440.43,93,"Anchor Flame Retardant (FR) multi-strand copper wire. Size: 4.0 sq mm. Color: Blue. Length: 90 meters. Suitable for FR PVC Insulated Cable - High load mains & ACs."
"Anchor Single Core 6.0 sq mm Red Wire (90m)",wires,3572.76,63,"Anchor Flame Retardant (FR) multi-strand copper wire. Size: 6.0 sq mm. Color: Red. Length: 90 meters. Suitable for FR PVC Insulated Cable - Main distribution boards."
"Anchor Single Core 6.0 sq mm Black Wire (90m)",wires,3739.95,96,"Anchor Flame Retardant (FR) multi-strand copper wire. Size: 6.0 sq mm. Color: Black. Length: 90 meters. Suitable for FR PVC Insulated Cable - Main distribution boards."
"Anchor Single Core 6.0 sq mm Green Wire (90m)",wires,3619.90,25,"Anchor Flame Retardant (FR) multi-strand copper wire. Size: 6.0 sq mm. Color: Green. Length: 90 meters. Suitable for FR PVC Insulated Cable - Main distribution boards."
"Anchor Single Core 6.0 sq mm Yellow Wire (90m)",wires,3537.21,83,"Anchor Flame Retardant (FR) multi-strand copper wire. Size: 6.0 sq mm. Color: Yellow. Length: 90 meters. Suitable for FR PVC Insulated Cable - Main distribution boards."
"Anchor Single Core 6.0 sq mm Blue Wire (90m)",wires,3703.85,69,"Anchor Flame Retardant (FR) multi-strand copper wire. Size: 6.0 sq mm. Color: Blue. Length: 90 meters. Suitable for FR PVC Insulated Cable - Main distribution boards."
"Anchor Single Core 10.0 sq mm Red Wire (90m)",wires,6409.51,42,"Anchor Flame Retardant (FR) multi-strand copper wire. Size: 10.0 sq mm. Color: Red. Length: 90 meters. Suitable for FR PVC Insulated Cable - Sub-main power cables."
"Anchor Single Core 10.0 sq mm Black Wire (90m)",wires,6165.70,47,"Anchor Flame Retardant (FR) multi-strand copper wire. Size: 10.0 sq mm. Color: Black. Length: 90 meters. Suitable for FR PVC Insulated Cable - Sub-main power cables."
"Anchor Single Core 10.0 sq mm Green Wire (90m)",wires,6481.56,90,"Anchor Flame Retardant (FR) multi-strand copper wire. Size: 10.0 sq mm. Color: Green. Length: 90 meters. Suitable for FR PVC Insulated Cable - Sub-main power cables."
"Anchor Single Core 10.0 sq mm Yellow Wire (90m)",wires,6409.89,85,"Anchor Flame Retardant (FR) multi-strand copper wire. Size: 10.0 sq mm. Color: Yellow. Length: 90 meters. Suitable for FR PVC Insulated Cable - Sub-main power cables."
"Anchor Single Core 10.0 sq mm Blue Wire (90m)",wires,6227.04,103,"Anchor Flame Retardant (FR) multi-strand copper wire. Size: 10.0 sq mm. Color: Blue. Length: 90 meters. Suitable for FR PVC Insulated Cable - Sub-main power cables."
"Astral PVC Conduit Pipe - Medium Duty 19mm (3m)",pipes,60.25,201,"Premium heavy-duty PVC conduit pipe for electrical wiring protection. Size: 19mm. Length: 3 meters."
"Astral PVC Conduit Pipe - Heavy Duty 19mm (3m)",pipes,74.60,217,"Premium extra-thick heavy-duty PVC conduit pipe for structural concrete embedding. Size: 19mm. Length: 3 meters."
"Astral PVC Conduit Pipe - Medium Duty 20mm (3m)",pipes,48.37,331,"Premium heavy-duty PVC conduit pipe for electrical wiring protection. Size: 20mm. Length: 3 meters."
"Astral PVC Conduit Pipe - Heavy Duty 20mm (3m)",pipes,61.16,259,"Premium extra-thick heavy-duty PVC conduit pipe for structural concrete embedding. Size: 20mm. Length: 3 meters."
"Astral PVC Conduit Pipe - Medium Duty 25mm (3m)",pipes,47.23,284,"Premium heavy-duty PVC conduit pipe for electrical wiring protection. Size: 25mm. Length: 3 meters."
"Astral PVC Conduit Pipe - Heavy Duty 25mm (3m)",pipes,72.79,147,"Premium extra-thick heavy-duty PVC conduit pipe for structural concrete embedding. Size: 25mm. Length: 3 meters."
"Astral PVC Conduit Pipe - Medium Duty 32mm (3m)",pipes,59.58,151,"Premium heavy-duty PVC conduit pipe for electrical wiring protection. Size: 32mm. Length: 3 meters."
"Astral PVC Conduit Pipe - Heavy Duty 32mm (3m)",pipes,78.71,211,"Premium extra-thick heavy-duty PVC conduit pipe for structural concrete embedding. Size: 32mm. Length: 3 meters."
"Supreme PVC Conduit Pipe - Medium Duty 19mm (3m)",pipes,54.37,295,"Premium heavy-duty PVC conduit pipe for electrical wiring protection. Size: 19mm. Length: 3 meters."
"Supreme PVC Conduit Pipe - Heavy Duty 19mm (3m)",pipes,63.88,178,"Premium extra-thick heavy-duty PVC conduit pipe for structural concrete embedding. Size: 19mm. Length: 3 meters."
"Supreme PVC Conduit Pipe - Medium Duty 20mm (3m)",pipes,61.86,262,"Premium heavy-duty PVC conduit pipe for electrical wiring protection. Size: 20mm. Length: 3 meters."
"Supreme PVC Conduit Pipe - Heavy Duty 20mm (3m)",pipes,82.66,140,"Premium extra-thick heavy-duty PVC conduit pipe for structural concrete embedding. Size: 20mm. Length: 3 meters."
"Supreme PVC Conduit Pipe - Medium Duty 25mm (3m)",pipes,64.60,348,"Premium heavy-duty PVC conduit pipe for electrical wiring protection. Size: 25mm. Length: 3 meters."
"Supreme PVC Conduit Pipe - Heavy Duty 25mm (3m)",pipes,78.53,226,"Premium extra-thick heavy-duty PVC conduit pipe for structural concrete embedding. Size: 25mm. Length: 3 meters."
"Supreme PVC Conduit Pipe - Medium Duty 32mm (3m)",pipes,46.54,186,"Premium heavy-duty PVC conduit pipe for electrical wiring protection. Size: 32mm. Length: 3 meters."
"Supreme PVC Conduit Pipe - Heavy Duty 32mm (3m)",pipes,68.51,211,"Premium extra-thick heavy-duty PVC conduit pipe for structural concrete embedding. Size: 32mm. Length: 3 meters."
"Ashirvad PVC Conduit Pipe - Medium Duty 19mm (3m)",pipes,56.56,194,"Premium heavy-duty PVC conduit pipe for electrical wiring protection. Size: 19mm. Length: 3 meters."
"Ashirvad PVC Conduit Pipe - Heavy Duty 19mm (3m)",pipes,82.43,189,"Premium extra-thick heavy-duty PVC conduit pipe for structural concrete embedding. Size: 19mm. Length: 3 meters."
"Ashirvad PVC Conduit Pipe - Medium Duty 20mm (3m)",pipes,61.27,269,"Premium heavy-duty PVC conduit pipe for electrical wiring protection. Size: 20mm. Length: 3 meters."
"Ashirvad PVC Conduit Pipe - Heavy Duty 20mm (3m)",pipes,72.16,264,"Premium extra-thick heavy-duty PVC conduit pipe for structural concrete embedding. Size: 20mm. Length: 3 meters."
"Ashirvad PVC Conduit Pipe - Medium Duty 25mm (3m)",pipes,54.76,305,"Premium heavy-duty PVC conduit pipe for electrical wiring protection. Size: 25mm. Length: 3 meters."
"Ashirvad PVC Conduit Pipe - Heavy Duty 25mm (3m)",pipes,72.58,155,"Premium extra-thick heavy-duty PVC conduit pipe for structural concrete embedding. Size: 25mm. Length: 3 meters."
"Ashirvad PVC Conduit Pipe - Medium Duty 32mm (3m)",pipes,54.65,305,"Premium heavy-duty PVC conduit pipe for electrical wiring protection. Size: 32mm. Length: 3 meters."
"Ashirvad PVC Conduit Pipe - Heavy Duty 32mm (3m)",pipes,78.18,214,"Premium extra-thick heavy-duty PVC conduit pipe for structural concrete embedding. Size: 32mm. Length: 3 meters."
"Astral CPVC SDR-11 Plumbing Pipe 1/2 inch (3m)",pipes,375.39,63,"Astral FlowGuard style CPVC pipe for hot and cold potable water systems. Class 1 (SDR 11). Size: 1/2 inch. Length: 3m."
"Astral UPVC Class 5 Plumbing Pipe 1/2 inch (3m)",pipes,274.36,102,"High-durability UPVC pipe for cold water distribution and domestic plumbing. Size: 1/2 inch. Length: 3m."
"Astral CPVC SDR-11 Plumbing Pipe 3/4 inch (3m)",pipes,797.03,54,"Astral FlowGuard style CPVC pipe for hot and cold potable water systems. Class 1 (SDR 11). Size: 3/4 inch. Length: 3m."
"Astral UPVC Class 5 Plumbing Pipe 3/4 inch (3m)",pipes,227.62,65,"High-durability UPVC pipe for cold water distribution and domestic plumbing. Size: 3/4 inch. Length: 3m."
"Astral CPVC SDR-11 Plumbing Pipe 1 inch (3m)",pipes,405.81,87,"Astral FlowGuard style CPVC pipe for hot and cold potable water systems. Class 1 (SDR 11). Size: 1 inch. Length: 3m."
"Astral UPVC Class 5 Plumbing Pipe 1 inch (3m)",pipes,216.42,111,"High-durability UPVC pipe for cold water distribution and domestic plumbing. Size: 1 inch. Length: 3m."
"Astral CPVC SDR-11 Plumbing Pipe 1.25 inch (3m)",pipes,669.41,122,"Astral FlowGuard style CPVC pipe for hot and cold potable water systems. Class 1 (SDR 11). Size: 1.25 inch. Length: 3m."
"Astral UPVC Class 5 Plumbing Pipe 1.25 inch (3m)",pipes,200.31,121,"High-durability UPVC pipe for cold water distribution and domestic plumbing. Size: 1.25 inch. Length: 3m."
"Astral CPVC SDR-11 Plumbing Pipe 1.5 inch (3m)",pipes,172.81,124,"Astral FlowGuard style CPVC pipe for hot and cold potable water systems. Class 1 (SDR 11). Size: 1.5 inch. Length: 3m."
"Astral UPVC Class 5 Plumbing Pipe 1.5 inch (3m)",pipes,139.95,65,"High-durability UPVC pipe for cold water distribution and domestic plumbing. Size: 1.5 inch. Length: 3m."
"Astral CPVC SDR-11 Plumbing Pipe 2 inch (3m)",pipes,527.16,107,"Astral FlowGuard style CPVC pipe for hot and cold potable water systems. Class 1 (SDR 11). Size: 2 inch. Length: 3m."
"Astral UPVC Class 5 Plumbing Pipe 2 inch (3m)",pipes,674.51,144,"High-durability UPVC pipe for cold water distribution and domestic plumbing. Size: 2 inch. Length: 3m."
"Supreme CPVC SDR-11 Plumbing Pipe 1/2 inch (3m)",pipes,492.56,63,"Astral FlowGuard style CPVC pipe for hot and cold potable water systems. Class 1 (SDR 11). Size: 1/2 inch. Length: 3m."
"Supreme UPVC Class 5 Plumbing Pipe 1/2 inch (3m)",pipes,265.02,129,"High-durability UPVC pipe for cold water distribution and domestic plumbing. Size: 1/2 inch. Length: 3m."
"Supreme CPVC SDR-11 Plumbing Pipe 3/4 inch (3m)",pipes,306.44,137,"Astral FlowGuard style CPVC pipe for hot and cold potable water systems. Class 1 (SDR 11). Size: 3/4 inch. Length: 3m."
"Supreme UPVC Class 5 Plumbing Pipe 3/4 inch (3m)",pipes,112.38,75,"High-durability UPVC pipe for cold water distribution and domestic plumbing. Size: 3/4 inch. Length: 3m."
"Supreme CPVC SDR-11 Plumbing Pipe 1 inch (3m)",pipes,664.11,125,"Astral FlowGuard style CPVC pipe for hot and cold potable water systems. Class 1 (SDR 11). Size: 1 inch. Length: 3m."
"Supreme UPVC Class 5 Plumbing Pipe 1 inch (3m)",pipes,374.90,106,"High-durability UPVC pipe for cold water distribution and domestic plumbing. Size: 1 inch. Length: 3m."
"Supreme CPVC SDR-11 Plumbing Pipe 1.25 inch (3m)",pipes,732.56,133,"Astral FlowGuard style CPVC pipe for hot and cold potable water systems. Class 1 (SDR 11). Size: 1.25 inch. Length: 3m."
"Supreme UPVC Class 5 Plumbing Pipe 1.25 inch (3m)",pipes,311.15,155,"High-durability UPVC pipe for cold water distribution and domestic plumbing. Size: 1.25 inch. Length: 3m."
"Supreme CPVC SDR-11 Plumbing Pipe 1.5 inch (3m)",pipes,671.35,131,"Astral FlowGuard style CPVC pipe for hot and cold potable water systems. Class 1 (SDR 11). Size: 1.5 inch. Length: 3m."
"Supreme UPVC Class 5 Plumbing Pipe 1.5 inch (3m)",pipes,402.89,141,"High-durability UPVC pipe for cold water distribution and domestic plumbing. Size: 1.5 inch. Length: 3m."
"Supreme CPVC SDR-11 Plumbing Pipe 2 inch (3m)",pipes,548.31,145,"Astral FlowGuard style CPVC pipe for hot and cold potable water systems. Class 1 (SDR 11). Size: 2 inch. Length: 3m."
"Supreme UPVC Class 5 Plumbing Pipe 2 inch (3m)",pipes,586.98,114,"High-durability UPVC pipe for cold water distribution and domestic plumbing. Size: 2 inch. Length: 3m."
"Ashirvad CPVC SDR-11 Plumbing Pipe 1/2 inch (3m)",pipes,700.50,135,"Astral FlowGuard style CPVC pipe for hot and cold potable water systems. Class 1 (SDR 11). Size: 1/2 inch. Length: 3m."
"Ashirvad UPVC Class 5 Plumbing Pipe 1/2 inch (3m)",pipes,242.20,124,"High-durability UPVC pipe for cold water distribution and domestic plumbing. Size: 1/2 inch. Length: 3m."
"Ashirvad CPVC SDR-11 Plumbing Pipe 3/4 inch (3m)",pipes,484.90,149,"Astral FlowGuard style CPVC pipe for hot and cold potable water systems. Class 1 (SDR 11). Size: 3/4 inch. Length: 3m."
"Ashirvad UPVC Class 5 Plumbing Pipe 3/4 inch (3m)",pipes,325.63,104,"High-durability UPVC pipe for cold water distribution and domestic plumbing. Size: 3/4 inch. Length: 3m."
"Ashirvad CPVC SDR-11 Plumbing Pipe 1 inch (3m)",pipes,553.31,94,"Astral FlowGuard style CPVC pipe for hot and cold potable water systems. Class 1 (SDR 11). Size: 1 inch. Length: 3m."
"Ashirvad UPVC Class 5 Plumbing Pipe 1 inch (3m)",pipes,382.45,151,"High-durability UPVC pipe for cold water distribution and domestic plumbing. Size: 1 inch. Length: 3m."
"Ashirvad CPVC SDR-11 Plumbing Pipe 1.25 inch (3m)",pipes,806.29,141,"Astral FlowGuard style CPVC pipe for hot and cold potable water systems. Class 1 (SDR 11). Size: 1.25 inch. Length: 3m."
"Ashirvad UPVC Class 5 Plumbing Pipe 1.25 inch (3m)",pipes,642.66,83,"High-durability UPVC pipe for cold water distribution and domestic plumbing. Size: 1.25 inch. Length: 3m."
"Ashirvad CPVC SDR-11 Plumbing Pipe 1.5 inch (3m)",pipes,808.71,98,"Astral FlowGuard style CPVC pipe for hot and cold potable water systems. Class 1 (SDR 11). Size: 1.5 inch. Length: 3m."
"Ashirvad UPVC Class 5 Plumbing Pipe 1.5 inch (3m)",pipes,536.43,117,"High-durability UPVC pipe for cold water distribution and domestic plumbing. Size: 1.5 inch. Length: 3m."
"Ashirvad CPVC SDR-11 Plumbing Pipe 2 inch (3m)",pipes,274.97,103,"Astral FlowGuard style CPVC pipe for hot and cold potable water systems. Class 1 (SDR 11). Size: 2 inch. Length: 3m."
"Ashirvad UPVC Class 5 Plumbing Pipe 2 inch (3m)",pipes,126.19,143,"High-durability UPVC pipe for cold water distribution and domestic plumbing. Size: 2 inch. Length: 3m."
"Jaquar Basin Mixer Tap",sanitary,2575.28,23,"Jaquar brand premium bathroom fixture. Premium chrome-plated dual lever basin mixer tap with foam flow aerator."
"Jaquar Pillar Tap (Long Body)",sanitary,871.16,35,"Jaquar brand premium bathroom fixture. Quarter-turn long body brass pillar tap for bathrooms and kitchen sinks."
"Jaquar Angle Valve",sanitary,391.69,41,"Jaquar brand premium bathroom fixture. Brass chrome-plated angle valve with wall flange for geyser & closet connection."
"Jaquar Wall Mixer 3-in-1",sanitary,6112.29,28,"Jaquar brand premium bathroom fixture. Premium wall shower mixer with provision for overhead shower and hand shower attachments."
"Jaquar Health Faucet Set",sanitary,609.42,11,"Jaquar brand premium bathroom fixture. ABS plastic chrome health faucet hand shower set with 1.2m flexible tube and wall hook."
"Jaquar Overhead Shower 4-inch",sanitary,1248.72,19,"Jaquar brand premium bathroom fixture. Self-cleaning overhead shower head with multi-flow spray options."
"Jaquar Kitchen Sink Mixer (Swing Spout)",sanitary,3431.94,38,"Jaquar brand premium bathroom fixture. Wall-mounted sink mixer tap with a 360-degree rotating long spout."
"Jaquar Dual Flush PVC Tank",sanitary,1676.57,12,"Jaquar brand premium bathroom fixture. Slim design dual flush cistern tank with internal fittings. Water-saving mechanism."
"Jaquar Bottle Trap 32mm",sanitary,716.82,34,"Jaquar brand premium bathroom fixture. Chrome-plated brass bottle trap with waste pipe for wash basin water drainage."
"Hindware Basin Mixer Tap",sanitary,3109.05,34,"Hindware brand premium bathroom fixture. Premium chrome-plated dual lever basin mixer tap with foam flow aerator."
"Hindware Pillar Tap (Long Body)",sanitary,926.56,38,"Hindware brand premium bathroom fixture. Quarter-turn long body brass pillar tap for bathrooms and kitchen sinks."
"Hindware Angle Valve",sanitary,430.71,47,"Hindware brand premium bathroom fixture. Brass chrome-plated angle valve with wall flange for geyser & closet connection."
"Hindware Wall Mixer 3-in-1",sanitary,5981.52,43,"Hindware brand premium bathroom fixture. Premium wall shower mixer with provision for overhead shower and hand shower attachments."
"Hindware Health Faucet Set",sanitary,619.11,16,"Hindware brand premium bathroom fixture. ABS plastic chrome health faucet hand shower set with 1.2m flexible tube and wall hook."
"Hindware Overhead Shower 4-inch",sanitary,1310.95,31,"Hindware brand premium bathroom fixture. Self-cleaning overhead shower head with multi-flow spray options."
"Hindware Kitchen Sink Mixer (Swing Spout)",sanitary,3158.67,23,"Hindware brand premium bathroom fixture. Wall-mounted sink mixer tap with a 360-degree rotating long spout."
"Hindware Dual Flush PVC Tank",sanitary,1566.47,30,"Hindware brand premium bathroom fixture. Slim design dual flush cistern tank with internal fittings. Water-saving mechanism."
"Hindware Bottle Trap 32mm",sanitary,828.02,49,"Hindware brand premium bathroom fixture. Chrome-plated brass bottle trap with waste pipe for wash basin water drainage."
"Cera Basin Mixer Tap",sanitary,2975.42,24,"Cera brand premium bathroom fixture. Premium chrome-plated dual lever basin mixer tap with foam flow aerator."
"Cera Pillar Tap (Long Body)",sanitary,886.53,45,"Cera brand premium bathroom fixture. Quarter-turn long body brass pillar tap for bathrooms and kitchen sinks."
"Cera Angle Valve",sanitary,458.12,23,"Cera brand premium bathroom fixture. Brass chrome-plated angle valve with wall flange for geyser & closet connection."
"Cera Wall Mixer 3-in-1",sanitary,5901.35,25,"Cera brand premium bathroom fixture. Premium wall shower mixer with provision for overhead shower and hand shower attachments."
"Cera Health Faucet Set",sanitary,586.95,29,"Cera brand premium bathroom fixture. ABS plastic chrome health faucet hand shower set with 1.2m flexible tube and wall hook."
"Cera Overhead Shower 4-inch",sanitary,1278.62,49,"Cera brand premium bathroom fixture. Self-cleaning overhead shower head with multi-flow spray options."
"Cera Kitchen Sink Mixer (Swing Spout)",sanitary,2968.01,48,"Cera brand premium bathroom fixture. Wall-mounted sink mixer tap with a 360-degree rotating long spout."
"Cera Dual Flush PVC Tank",sanitary,1513.01,14,"Cera brand premium bathroom fixture. Slim design dual flush cistern tank with internal fittings. Water-saving mechanism."
"Cera Bottle Trap 32mm",sanitary,761.00,32,"Cera brand premium bathroom fixture. Chrome-plated brass bottle trap with waste pipe for wash basin water drainage."
"Parryware Basin Mixer Tap",sanitary,2854.68,22,"Parryware brand premium bathroom fixture. Premium chrome-plated dual lever basin mixer tap with foam flow aerator."
"Parryware Pillar Tap (Long Body)",sanitary,1002.22,26,"Parryware brand premium bathroom fixture. Quarter-turn long body brass pillar tap for bathrooms and kitchen sinks."
"Parryware Angle Valve",sanitary,452.07,19,"Parryware brand premium bathroom fixture. Brass chrome-plated angle valve with wall flange for geyser & closet connection."
"Parryware Wall Mixer 3-in-1",sanitary,5909.87,27,"Parryware brand premium bathroom fixture. Premium wall shower mixer with provision for overhead shower and hand shower attachments."
"Parryware Health Faucet Set",sanitary,660.88,33,"Parryware brand premium bathroom fixture. ABS plastic chrome health faucet hand shower set with 1.2m flexible tube and wall hook."
"Parryware Overhead Shower 4-inch",sanitary,1091.46,12,"Parryware brand premium bathroom fixture. Self-cleaning overhead shower head with multi-flow spray options."
"Parryware Kitchen Sink Mixer (Swing Spout)",sanitary,2948.67,42,"Parryware brand premium bathroom fixture. Wall-mounted sink mixer tap with a 360-degree rotating long spout."
"Parryware Dual Flush PVC Tank",sanitary,1537.98,26,"Parryware brand premium bathroom fixture. Slim design dual flush cistern tank with internal fittings. Water-saving mechanism."
"Parryware Bottle Trap 32mm",sanitary,819.79,31,"Parryware brand premium bathroom fixture. Chrome-plated brass bottle trap with waste pipe for wash basin water drainage."
"Anchor Roma 1 Way Modular Switch 6A",switches,27.98,82,"Anchor Roma modular range. Sleek design silent operation 1-way module switch."
"Anchor Roma 2 Way Modular Switch 6A",switches,43.30,92,"Anchor Roma modular range. Dual control 2-way switch module for staircases & master switch circuits."
"Anchor Roma 1 Way Modular Switch 16A",switches,66.67,41,"Anchor Roma modular range. Heavy load switch for heaters, pumps, and kitchen appliances."
"Anchor Roma 6A Multi-Socket with Shutter",switches,56.40,46,"Anchor Roma modular range. Safe modular socket with integrated child safety protection shutter."
"Anchor Roma 6/16A Combined Power Socket",switches,105.24,177,"Anchor Roma modular range. Multi-purpose power socket module for high and low loads."
"Anchor Roma Step Fan Regulator (2 Module)",switches,238.46,74,"Anchor Roma modular range. Hum-free step-type speed controller for ceiling fans."
"Anchor Roma Bell Push Switch with Indicator",switches,85.40,82,"Anchor Roma modular range. Doorbell trigger switch module with soft neon locator light."
"Anchor Roma 3 Module Grid Plate with Cover Frame",switches,86.57,158,"Anchor Roma modular range. Premium matte finish screwless modular plate and inner metal grid."
"Anchor Roma 6 Module Grid Plate with Cover Frame",switches,156.09,58,"Anchor Roma modular range. Premium modular base plate and snap-on front cover plate."
"Anchor Roma 12 Module Grid Plate with Cover Frame",switches,286.60,46,"Anchor Roma modular range. Large capacity modular mounting plate for main switchboards."
"Legrand Arteor 1 Way Modular Switch 6A",switches,28.80,59,"Legrand Arteor modular range. Sleek design silent operation 1-way module switch."
"Legrand Arteor 2 Way Modular Switch 6A",switches,47.13,79,"Legrand Arteor modular range. Dual control 2-way switch module for staircases & master switch circuits."
"Legrand Arteor 1 Way Modular Switch 16A",switches,62.53,117,"Legrand Arteor modular range. Heavy load switch for heaters, pumps, and kitchen appliances."
"Legrand Arteor 6A Multi-Socket with Shutter",switches,54.92,172,"Legrand Arteor modular range. Safe modular socket with integrated child safety protection shutter."
"Legrand Arteor 6/16A Combined Power Socket",switches,112.31,115,"Legrand Arteor modular range. Multi-purpose power socket module for high and low loads."
"Legrand Arteor Step Fan Regulator (2 Module)",switches,249.41,171,"Legrand Arteor modular range. Hum-free step-type speed controller for ceiling fans."
"Legrand Arteor Bell Push Switch with Indicator",switches,82.92,106,"Legrand Arteor modular range. Doorbell trigger switch module with soft neon locator light."
"Legrand Arteor 3 Module Grid Plate with Cover Frame",switches,92.50,81,"Legrand Arteor modular range. Premium matte finish screwless modular plate and inner metal grid."
"Legrand Arteor 6 Module Grid Plate with Cover Frame",switches,150.64,179,"Legrand Arteor modular range. Premium modular base plate and snap-on front cover plate."
"Legrand Arteor 12 Module Grid Plate with Cover Frame",switches,267.76,68,"Legrand Arteor modular range. Large capacity modular mounting plate for main switchboards."
"Goldmedal Curve 1 Way Modular Switch 6A",switches,27.17,66,"Goldmedal Curve modular range. Sleek design silent operation 1-way module switch."
"Goldmedal Curve 2 Way Modular Switch 6A",switches,47.15,94,"Goldmedal Curve modular range. Dual control 2-way switch module for staircases & master switch circuits."
"Goldmedal Curve 1 Way Modular Switch 16A",switches,67.37,124,"Goldmedal Curve modular range. Heavy load switch for heaters, pumps, and kitchen appliances."
"Goldmedal Curve 6A Multi-Socket with Shutter",switches,53.00,95,"Goldmedal Curve modular range. Safe modular socket with integrated child safety protection shutter."
"Goldmedal Curve 6/16A Combined Power Socket",switches,106.85,42,"Goldmedal Curve modular range. Multi-purpose power socket module for high and low loads."
"Goldmedal Curve Step Fan Regulator (2 Module)",switches,232.20,67,"Goldmedal Curve modular range. Hum-free step-type speed controller for ceiling fans."
"Goldmedal Curve Bell Push Switch with Indicator",switches,82.17,85,"Goldmedal Curve modular range. Doorbell trigger switch module with soft neon locator light."
"Goldmedal Curve 3 Module Grid Plate with Cover Frame",switches,93.52,163,"Goldmedal Curve modular range. Premium matte finish screwless modular plate and inner metal grid."
"Goldmedal Curve 6 Module Grid Plate with Cover Frame",switches,148.25,98,"Goldmedal Curve modular range. Premium modular base plate and snap-on front cover plate."
"Goldmedal Curve 12 Module Grid Plate with Cover Frame",switches,266.87,137,"Goldmedal Curve modular range. Large capacity modular mounting plate for main switchboards."
"PVC Solvent Cement Glue 100ml",paint,65.00,200,"Fast-acting solvent weld glue for UPVC pipe joining."
"PVC Solvent Cement Glue 250ml",paint,130.00,120,"Premium PVC pipe glue container with applicator brush."
"CPVC Solvent Weld Joint Cement 118ml",paint,185.00,100,"Heavy-bodied CPVC pipe cement for hot and cold water pressure lines."
"Thread Seal Teflon Tape (1/2 inch x 10m)",paint,15.00,500,"PTFE leakproof thread sealing tape for plumber pipe joints."
"Thread Seal Teflon Tape (3/4 inch x 12m)",paint,22.00,400,"Professional grade thick Teflon thread seal tape."
"M-Seal Sanitary Epoxy Compound 100g",paint,45.00,180,"Sanitary grade epoxy putty for sealing toilet base, sinks, and pipeline leaks."
"WD-40 Multi-Use Spray rust remover (100ml)",paint,120.00,90,"Lubricates, prevents rust, frees stuck plumbing joints & electrical switches."
"WD-40 Multi-Use Spray rust remover (250ml)",paint,250.00,70,"Large rust penetrant spray can for professional plumbing workshops."
